,en2.5,sp2.5
0,0.011393598227725855,0.06001668594492165
1,0.008347338973393775,0.05395108412983973
2,0.006395311150948022,0.04805389769811221
3,0.00042987761526186506,0.0649462030697633
4,0.0016045075584768978,0.05488069551045028
5,-0.005256339576473104,0.05221141515575989
6,-0.007190934245643414,0.054079859633997175
7,-0.002978482362388466,0.058364594760923615
8,0.0038711695663844322,0.053220346673926805
9,-0.009862118795822068,0.05795918538656785
10,-0.010668975041556544,0.05546128311823123
11,-0.013239347348842877,0.056915840133547606
12,-0.01157146672689339,0.053185754024915335
13,-0.006552926661147356,0.05722573311004906
14,-0.024374049328618842,0.05757927158920134
15,-0.028780554490763825,0.030728716243353098
16,-0.024016645201970964,0.040556528088767994
17,-0.014124972805814383,0.046018758429261314
18,-0.0024218797069537955,0.048780683066733395
19,-0.0034474238125743475,0.055549615917960586
20,0.006330560042813399,0.06566960846500469
21,0.012418324220590773,0.0660563342145553
22,0.011789621173699649,0.060167271530323085
23,-0.0032942343593246703,0.05362179514419651
24,-0.006366393345349096,0.054092375645879466
25,-0.00010810848377081856,0.05933693927999161
26,-0.024887724436854785,0.06134965207747967
27,0.005799558582718259,0.06128068399938996
28,0.026372650030538184,0.0601370512219301
29,0.01238019421454423,0.05989282904225804
