,en0.75,sp0.75
0,0.20638759408105903,0.309384121280732
1,0.22157736270917305,0.30184078255161123
2,0.20464567938861505,0.30582915105822694
3,0.21296984807801,0.34025447114452406
4,0.23877105769566426,0.30619750776922694
5,0.2399048215051399,0.29680653421981923
6,0.23332546182427197,0.301989930100603
7,0.24829279910087293,0.3048676234797215
8,0.23527344379102433,0.29479584669957615
9,0.21228309870079098,0.29769424400419325
10,0.21465661095906208,0.30598292876230004
11,0.2079506014269586,0.30155544357524106
12,0.2145075770108468,0.302693024216303
13,0.2164324916993678,0.3040994022662518
14,0.17256463914618508,0.3119695015797287
15,0.1555666466428311,0.2445253136697367
16,0.19377993056433207,0.272464902819681
17,0.1772565338407713,0.28384200836070844
18,0.19578714087398447,0.28580312698273763
19,0.1948127749537105,0.29397485441686844
20,0.1984801244759821,0.31460568854981347
21,0.22789512707273124,0.32314035061808605
22,0.2310424643050561,0.31100025347811444
23,0.21001307538681796,0.2968107640174694
24,0.20154030655006971,0.31743402306513935
25,0.2048202742375364,0.32110696657621707
26,0.1792822347727889,0.3159426315698744
27,0.22569126420960242,0.31885880791630333
28,0.1818378191282932,0.31785837874549
29,0.20674746479042194,0.31047840350779754
