,en2.75,sp2.75
0,0.011896640063620099,0.035389043388378894
1,0.011638065817507232,0.030608783881721956
2,0.00998756292099206,0.02249499742724832
3,0.0029267610063129722,0.040928840560254184
4,0.00868899164735639,0.03625879490028038
5,-0.00010866308071049951,0.03452416595971358
6,-0.0030090369721073834,0.03576618018804963
7,-0.0018147494384416266,0.03691432934924232
8,0.0007968717210414578,0.033860387394105865
9,-0.004140752992211263,0.03687213876422942
10,-0.008484800009288538,0.033549721307385476
11,-0.010400089947251272,0.03240332448343533
12,-0.009116153660619537,0.031005038943312715
13,-0.009573193444635433,0.0342790402034006
14,-0.015425100327555919,0.02984056403973873
15,-0.019283955548911387,0.012917917329349217
16,-0.018449232509875253,0.02119727706378651
17,-0.004981680689373781,0.023490978008838245
18,0.005546734907468079,0.027418800068090027
19,0.003232692995665454,0.03407336122817759
20,0.0033639815796689195,0.04144454662578436
21,0.009351730345202175,0.042324703264460084
22,0.006460694729784337,0.04027080112299217
23,-0.0005169570550320331,0.035277896830262986
24,-0.006183255082589765,0.0339818320356216
25,-0.008033714279473686,0.03594314896974873
26,-0.018181522876545942,0.03617585170628564
27,0.009693276692692883,0.034203574007720706
28,0.0006551877434080593,0.03306982049499152
29,0.002152410698875166,0.03669904626041429
