,en1.75,sp1.75
0,0.07607649180607227,0.14850109516895055
1,0.07857974168775152,0.14074096416360582
2,0.07004578707123474,0.13958610598079868
3,0.06496115241929355,0.1590613982488334
4,0.08220886907815914,0.13680030525380957
5,0.06950683169349495,0.1311616311874842
6,0.05875587910147061,0.13436562091725648
7,0.04021724339729471,0.14769597138205476
8,0.0468325955930797,0.13952392507802647
9,0.033980471024944656,0.14098904454267971
10,0.03770980334735866,0.13959288735167416
11,0.04005949858218741,0.13904729663733537
12,0.04473794422602679,0.14112868796429137
13,0.05278065087514995,0.14401227248835696
14,0.015065732445389335,0.13998884022676666
15,0.012747457008377937,0.09421013703471663
16,0.03731247600785786,0.11692151936242588
17,0.034819341905376514,0.12629912755396114
18,0.04194750261648394,0.13175658848350116
19,0.062314431955687734,0.13809033947442298
20,0.06551206769537744,0.1546409813505647
21,0.06723766321553622,0.1626181649903751
22,0.07750358883549797,0.14713727101375623
23,0.054963733250941255,0.13409205313531625
24,0.05476810336515291,0.14178877856354818
25,0.05375274143218664,0.1449608673596743
26,0.021498913049440106,0.1533803588974504
27,0.05407281011937252,0.15772878224364206
28,0.06979206587538954,0.15376893348077464
29,0.05939414328975915,0.14673908042233866
