,en1.5,sp1.5
0,0.10232213354540025,0.18070304924568642
1,0.10795789937001574,0.171004834460239
2,0.09890803148970037,0.16976740833173903
3,0.09496459818126962,0.19842466550320031
4,0.11472776042400341,0.1725764457065804
5,0.10645851234141707,0.16564804387712895
6,0.09571032465068853,0.1720804381899887
7,0.08071703960275119,0.1820501637339993
8,0.09306327810448728,0.16930704672167005
9,0.07575358072030784,0.1689689530670768
10,0.07610068909376731,0.17478061786297916
11,0.07879403985120609,0.17418424066986968
12,0.07730856077792217,0.1748963223333524
13,0.07638909617265478,0.17414961679032867
14,0.04536965010086999,0.16870531750794893
15,0.03677066476597522,0.11695347888251677
16,0.06049529178438602,0.14090157797310734
17,0.06268325613141322,0.15717752420818537
18,0.07505806575837698,0.16089975807408421
19,0.10113660629355692,0.16554423605433796
20,0.0963803520873182,0.18308208429448444
21,0.09743261350505693,0.19988864109645654
22,0.10575471276421956,0.18169169612899255
23,0.0878584563784622,0.16447245314357264
24,0.08405720833982348,0.17981591939106778
25,0.08902453166062532,0.18690888375351317
26,0.05584215052269276,0.18584877580688644
27,0.07931492037876467,0.1907921976278308
28,0.06149207176518919,0.18762884469228078
29,0.07334680891714475,0.1781496254479024
