,en1.0,sp1.0
0,0.1659008662557864,0.2619807299485634
1,0.18047221779670344,0.25209915332998345
2,0.16194245040319444,0.2521174699369208
3,0.17072427208278212,0.29055450843513697
4,0.18995982640769166,0.25728513204590914
5,0.19919690144249397,0.24910930218793859
6,0.18626919906850214,0.2558529068657187
7,0.17087380544942884,0.2590256026049237
8,0.18003233693662818,0.2462594648768743
9,0.17656999243442761,0.2505706260276321
10,0.1800143069360267,0.25874363385511534
11,0.1722097333597583,0.2529691259911738
12,0.17587386529449547,0.25571743929359825
13,0.1760383390403395,0.2562553753254519
14,0.13417441376168637,0.2577713188868001
15,0.1192427854058813,0.19360767265892453
16,0.12839842672629465,0.22119727706378658
17,0.13859900224182725,0.23596102440125474
18,0.1571830731342223,0.23680862060961366
19,0.16471313297706655,0.24432838687554548
20,0.16965637790749558,0.26533987976743506
21,0.1906880620152187,0.2737893288435308
22,0.19978856386407995,0.2641112228336926
23,0.17859308837844784,0.24735769450714154
24,0.16747886117353855,0.26488624187441856
25,0.17213245448651643,0.2718617393895013
26,0.14234492442539695,0.2680376480322706
27,0.19054845859933064,0.27285758036728064
28,0.12869206918335868,0.2700043909131714
29,0.16102495659662142,0.26208286892935273
